system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,nbr10,nbr2,nbr3,nbr4,nbr5,nbr6,nbr7,nbr8,nbr9,old_f_id,preNBR,.geo
0000000000000000000e,1049184000000,1059548400000,RED1,3100,LTG,1031641200000,MON,1026802800000,OFR,RED1_2002_15,2002,Origin:UTM80,AP Approximate (to 500m),20,46002052,0,0,1114671600000,0.3897261780035853,0.4951803663187441,0.39553378364731995,0.478090748766398,0.42788431753445916,0.4187529041283773,0.38821281678093417,0.3835834156494798,0.4311519102534679,0.44005371805202376,15,0.5916694163846341,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,1049184000000,1059548400000,SLK1,2600,LTG,1061449200000,MON,1024988400000,OFR,SLK1_2002_16,2002,Origin:NTS50,RE Reliable (to 100m),21,46002053,0,0,1114671600000,0.3152658589427881,0.4502504388084688,0.30292609116438407,0.40585208117926486,0.4010947834582534,0.39446260695951846,0.4120378283703857,0.4747360141947965,0.41196930281519806,0.4247415747401117,16,0.549497954632047,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,1049184000000,1059548400000,SLK8,150,LTG,1029308400000,MON,1026716400000,OFR,SLK8_2002_18,2002,Origin:NTS50,RE Reliable (to 100m),23,46002060,0,0,1114671600000,0.39890143055228516,0.5087846985413793,0.37187644960302796,0.4808163452717773,0.4373786820077054,0.44504956283323305,0.4716629632108763,0.48681514353444816,0.46151131397662415,0.45563930672814257,18,0.5077523817360496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,1049184000000,1059548400000,SLK2,90,LTG,1026457200000,MON,1025161200000,OFR,SLK2_2002_51,2002,Origin:NTS50,RE Reliable (to 100m),63,46002054,0,0,1114671600000,0.265900287142304,0.4290775566580588,0.22618593913489965,0.3350900683771067,0.3076730613039196,0.30441317576552485,0.355458576790605,0.41835914660545326,0.34460701155848894,0.36383470459147554,51,0.47132868351155094,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,1049184000000,1059548400000,SLK3,100,LTG,1026457200000,MON,1025161200000,OFR,SLK3_2002_52,2002,Origin:NTS50,RE Reliable (to 100m),64,46002055,0,0,1114671600000,0.30664596842829345,0.41287582194070255,0.29740175578148415,0.37845417371154716,0.35582487548208863,0.35928442194274773,0.376512603544405,0.3995289620320507,0.38068510579094267,0.3996591889326731,52,0.5435644346169607,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,1049184000000,1059548400000,COC12,40,LTG,1031468400000,MON,1026111600000,OFR,COC12_2002_53,2002,Origin:NTS250,AP Approximate (to 500m),65,46002050,0,0,1114671600000,0.2957560084060108,0.4429716283626004,0.3031233639576329,0.3991779579334047,0.3888915743052497,0.45745947582928753,0.4701795133621546,0.3608547680721394,0.47098439184504176,0.43649820294177955,53,0.5743568915989121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,1049184000000,1059548400000,COC19,62,LTG,1030777200000,MON,1026370800000,IFR,COC19_2002_74,2002,Origin:NTS250,AP Approximate (to 500m),96,46001981,0,0,1114671600000,0.5089441205453923,0.5308691604572817,0.46534802743465814,0.5231778725584452,0.5170563572050025,0.451298983912098,0.5375007206211622,0.49488244625328104,0.4918459169612512,0.44739071635253524,74,0.5660116281429433,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,1049184000000,1059548400000,NIP83,350,LTG,1031036400000,MON,1026630000000,IFR,NIP83_2002_88,2002,Origin:NTS50,RE Reliable (to 100m),114,46002009,0,0,1114671600000,0.3892756539852228,0.5419963744199672,0.4614915985450735,0.45597177486086354,0.4986482437600218,0.5147600010656862,0.5478322272901137,0.5047623172706222,0.4847311685976392,0.4991148233540346,88,0.49388783369552147,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,1049184000000,1059548400000,SLK31,6000,LTG,1029308400000,MON,1025852400000,IFR,SLK31_2002_89,2002,Origin:NTS250,AP Approximate (to 500m),115,46002040,0,0,1114671600000,0.3592155183659806,0.503602236934522,0.3281001335972414,0.42881459097603136,0.41066334819477407,0.4507569145464581,0.5078655464518342,0.443930179009722,0.4888818314512757,0.4407424863930269,89,0.524101933029215,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,1049184000000,1059548400000,RED39,8914,LTG,1031641200000,MON,1026457200000,IFR,RED39_2002_90,2002,Origin:GPS,AC Accurate (to 10m),116,46002019,0,0,1114671600000,0.2981456926743236,0.4726352614902978,0.3263301036219137,0.43804159231783585,0.44269245608054336,0.4305371201920614,0.3984109790621843,0.4311507868618445,0.49039750761048173,0.438719008131879,90,0.5754138075605894,"{""type"":""MultiPoint"",""coordinates"":[]}"
